(u737, p6):(u2, p6, 0)
(u543, p336):(u622, p336, 2243)
(u622, p336):(-1, -1, 2244)
(u916, p119):(u623, p119, 2245)
(u916, p614):(u623, p614, 2246)
(u625, p43):(u625, p40, 2247)
(u625, p52):(u625, p40, 2248)
(u625, p49):(u625, p390, 2249)
(u625, p172):(u625, p182, 2250)
(u625, p51):(u625, p182, 2251)
(u625, p47):(u625, p182, 2252)
(u1092, p227):(u630, p227, 2253)
(u1092, p366):(u630, p366, 2254)
(u633, p33):(u633, p97, 2255)
(u128, p97):(u633, p97, 2256)
(u1179, p97):(u633, p97, 2257)
(u128, p33):(u633, p97, 2258)
(u633, p97):(-1, -1, 2259)
(u942, p117):(u634, p117, 2260)
(u852, p117):(u634, p117, 2261)
(u559, p257):(u635, p257, 2262)
(u637, p165):(u637, p615, 2263)
(u637, p166):(u637, p615, 2264)
(u637, p52):(u637, p615, 2265)
(u637, p438):(u637, p615, 2266)
(u637, p42):(u637, p615, 2267)
(u637, p104):(u637, p615, 2268)
(u637, p45):(u637, p615, 2269)
(u637, p129):(u637, p615, 2270)
(u637, p180):(u637, p615, 2271)
(u637, p168):(u637, p615, 2272)
(u637, p47):(u637, p615, 2273)
(u637, p103):(u637, p615, 2274)
(u637, p43):(u637, p615, 2275)
(u637, p46):(u637, p441, 2276)
(u637, p110):(u637, p441, 2277)
(u637, p49):(u637, p441, 2278)
(u637, p41):(u637, p441, 2279)
(u637, p164):(u637, p441, 2280)
(u637, p163):(u637, p441, 2281)
(u637, p440):(u637, p441, 2282)
(u637, p19):(u637, p441, 2283)
(u637, p105):(u637, p441, 2284)
(u637, p107):(u637, p441, 2285)
(u637, p54):(u637, p441, 2286)
(u637, p162):(u637, p441, 2287)
(u927, p580):(u638, p580, 2288)
(u638, p580):(u638, p39, 2289)
(u638, p39):(-1, -1, 2290)
(u1018, p535):(u639, p535, 2291)
(u639, p535):(-1, -1, 2292)
(u1076, p471):(u641, p473, 2293)
(u283, p471):(u641, p473, 2294)
(u1076, p473):(u641, p473, 2295)
(u641, p472):(u641, p473, 2296)
(u1076, p472):(u641, p473, 2297)
(u641, p471):(u641, p473, 2298)
(u641, p473):(-1, -1, 2299)
(u1085, p562):(u644, p562, 2300)
(u653, p562):(u644, p562, 2301)
(u1085, p92):(u644, p92, 2302)
(u653, p92):(u644, p92, 2303)
(u648, p619):(u648, p618, 2304)
(u648, p617):(u648, p618, 2305)
(u330, p237):(u649, p237, 2306)
(u798, p237):(u649, p237, 2307)
(u808, p237):(u649, p237, 2308)
(u757, p237):(u649, p237, 2309)
(u254, p237):(u649, p237, 2310)
(u808, p25):(u649, p25, 2311)
(u299, p25):(u649, p25, 2312)
(u798, p25):(u649, p25, 2313)
(u656, p43):(u656, p52, 2314)
(u588, p140):(u660, p140, 2315)
(u588, p96):(u660, p96, 2316)
(u661, p52):(u661, p390, 2317)
(u661, p49):(u661, p390, 2318)
(u661, p43):(u661, p390, 2319)
(u661, p104):(u661, p295, 2320)
(u661, p42):(u661, p211, 2321)
(u661, p210):(u661, p211, 2322)
(u661, p51):(u661, p53, 2323)
(u661, p0):(u661, p345, 2324)
(u661, p314):(u661, p457, 2325)
(u1184, p517):(u665, p517, 2326)
(u602, p517):(u665, p517, 2327)
(u602, p238):(u665, p238, 2328)
(u1184, p238):(u665, p238, 2329)
(u16, p77):(u666, p77, 2330)
(u774, p77):(u666, p77, 2331)
(u772, p77):(u666, p77, 2332)
(u774, p63):(u666, p63, 2333)
(u772, p63):(u666, p63, 2334)
(u772, p76):(u666, p76, 2335)
(u16, p76):(u666, p76, 2336)
(u666, p63):(u666, p76, 2337)
(u774, p76):(u666, p76, 2338)
(u841, p362):(u667, p362, 2339)
(u225, p362):(u667, p362, 2340)
(u313, p362):(u667, p362, 2341)
(u581, p362):(u667, p362, 2342)
(u568, p362):(u667, p362, 2343)
(u1082, p362):(u667, p362, 2344)
(u148, p362):(u667, p362, 2345)
(u243, p362):(u667, p362, 2346)
(u684, p362):(u667, p362, 2347)
(u646, p362):(u667, p362, 2348)
(u667, p362):(-1, -1, 2349)
(u699, p263):(u669, p263, 2350)
(u699, p626):(u669, p626, 2351)
(u669, p263):(u669, p626, 2352)
(u669, p626):(-1, -1, 2353)
(u181, p400):(u670, p400, 2354)
(u670, p400):(-1, -1, 2355)
(u994, p629):(u673, p627, 2356)
(u994, p627):(u673, p627, 2357)
(u764, p627):(u673, p627, 2358)
(u764, p628):(u673, p627, 2359)
(u673, p628):(u673, p627, 2360)
(u764, p629):(u673, p627, 2361)
(u673, p629):(u673, p627, 2362)
(u994, p628):(u673, p627, 2363)
(u673, p627):(-1, -1, 2364)
(u674, p0):(u674, p345, 2365)
(u192, p283):(u675, p283, 2366)
(u1028, p283):(u675, p283, 2367)
(u312, p283):(u675, p283, 2368)
(u459, p283):(u675, p283, 2369)
(u368, p283):(u675, p283, 2370)
(u1180, p283):(u675, p283, 2371)
(u90, p283):(u675, p283, 2372)
(u656, p283):(u675, p283, 2373)
(u675, p283):(-1, -1, 2374)
(u599, p539):(u676, p539, 2375)
(u404, p539):(u676, p539, 2376)
(u599, p24):(u676, p24, 2377)
(u404, p24):(u676, p24, 2378)
(u1154, p55):(u679, p55, 2379)
(u148, p371):(u680, p371, 2380)
(u436, p371):(u680, p371, 2381)
(u1053, p371):(u680, p371, 2382)
(u412, p371):(u680, p371, 2383)
(u248, p371):(u680, p371, 2384)
(u1138, p371):(u680, p371, 2385)
(u680, p371):(-1, -1, 2386)
(u42, p55):(u682, p55, 2387)
(u1098, p55):(u682, p55, 2388)
(u245, p55):(u682, p55, 2389)
(u44, p55):(u682, p55, 2390)
(u1035, p55):(u682, p55, 2391)
(u488, p55):(u682, p55, 2392)
(u221, p55):(u682, p55, 2393)
(u1160, p55):(u682, p55, 2394)
(u679, p55):(u682, p55, 2395)
(u13, p55):(u682, p55, 2396)
(u682, p55):(-1, -1, 2397)
(u210, p114):(u684, p114, 2398)
(u684, p114):(-1, -1, 2399)
(u686, p104):(u686, p295, 2400)
(u686, p165):(u686, p615, 2401)
(u686, p45):(u686, p615, 2402)
(u686, p166):(u686, p615, 2403)
(u686, p129):(u686, p615, 2404)
(u686, p52):(u686, p615, 2405)
(u686, p180):(u686, p615, 2406)
(u686, p438):(u686, p615, 2407)
(u686, p168):(u686, p615, 2408)
(u686, p42):(u686, p615, 2409)
(u686, p47):(u686, p615, 2410)
(u686, p103):(u686, p615, 2411)
(u686, p43):(u686, p615, 2412)
(u686, p13):(u686, p386, 2413)
(u686, p51):(u686, p386, 2414)
(u686, p295):(u686, p386, 2415)
(u686, p174):(u686, p313, 2416)
(u514, p588):(u688, p588, 2417)
(u876, p588):(u688, p588, 2418)
(u688, p588):(-1, -1, 2419)
(u689, p366):(u689, p559, 2420)
(u692, p60):(u692, p631, 2421)
(u692, p66):(u692, p631, 2422)
(u692, p62):(u692, p632, 2423)
(u692, p67):(u692, p632, 2424)
(u692, p61):(u692, p632, 2425)
(u695, p270):(u695, p273, 2426)
(u902, p347):(u697, p347, 2427)
(u902, p269):(u697, p269, 2428)
(u701, p66):(u701, p63, 2429)
(u701, p633):(u701, p634, 2430)
(u701, p636):(u701, p635, 2431)
(u701, p496):(u701, p635, 2432)
(u701, p13):(u701, p635, 2433)
(u701, p64):(u701, p635, 2434)
(u701, p12):(u701, p635, 2435)
(u701, p58):(u701, p635, 2436)
(u701, p637):(u701, p635, 2437)
(u701, p61):(u701, p635, 2438)
(u701, p104):(u701, p295, 2439)
(u701, p18):(u701, p21, 2440)
(u701, p43):(u701, p52, 2441)
(u701, p639):(u701, p638, 2442)
(u701, p75):(u701, p638, 2443)
(u701, p63):(u701, p638, 2444)
(u701, p78):(u701, p638, 2445)
(u701, p14):(u701, p15, 2446)
(u701, p21):(u701, p15, 2447)
(u701, p500):(u701, p502, 2448)
(u701, p79):(u701, p502, 2449)
(u701, p174):(u701, p313, 2450)
(u345, p510):(u702, p510, 2451)
(u702, p512):(u702, p510, 2452)
(u702, p510):(-1, -1, 2453)
(u951, p13):(u703, p13, 2454)
(u951, p458):(u703, p458, 2455)
(u708, p541):(u708, p540, 2456)
(u708, p49):(u708, p491, 2457)
(u708, p42):(u708, p491, 2458)
(u708, p45):(u708, p491, 2459)
(u708, p210):(u708, p211, 2460)
(u708, p43):(u708, p52, 2461)
(u708, p389):(u708, p642, 2462)
(u708, p211):(u708, p642, 2463)
(u708, p641):(u708, p642, 2464)
(u708, p550):(u708, p642, 2465)
(u708, p333):(u708, p642, 2466)
(u708, p46):(u708, p642, 2467)
(u708, p540):(u708, p642, 2468)
(u708, p107):(u708, p642, 2469)
(u708, p51):(u708, p642, 2470)
(u708, p491):(u708, p642, 2471)
(u708, p47):(u708, p640, 2472)
(u708, p52):(u708, p640, 2473)
(u523, p208):(u709, p208, 2474)
(u412, p208):(u709, p208, 2475)
(u61, p208):(u709, p208, 2476)
(u187, p208):(u709, p208, 2477)
(u709, p208):(-1, -1, 2478)
(u219, p372):(u714, p372, 2479)
(u1162, p372):(u714, p372, 2480)
(u1142, p372):(u714, p372, 2481)
(u918, p372):(u714, p372, 2482)
(u349, p80):(u715, p80, 2483)
(u1011, p80):(u715, p80, 2484)
(u949, p80):(u715, p80, 2485)
(u861, p80):(u715, p80, 2486)
(u949, p25):(u715, p25, 2487)
(u1182, p80):(u718, p80, 2488)
(u128, p80):(u718, p80, 2489)
(u201, p80):(u718, p80, 2490)
(u549, p33):(u718, p33, 2491)
(u746, p163):(u719, p163, 2492)
(u893, p164):(u719, p163, 2493)
(u719, p164):(u719, p163, 2494)
(u893, p163):(u719, p163, 2495)
(u746, p164):(u719, p163, 2496)
(u1049, p164):(u719, p163, 2497)
(u479, p163):(u719, p163, 2498)
(u558, p164):(u719, p163, 2499)
(u877, p164):(u719, p163, 2500)
(u877, p163):(u719, p163, 2501)
(u1049, p163):(u719, p163, 2502)
(u746, p162):(u719, p162, 2503)
(u479, p162):(u719, p162, 2504)
(u893, p162):(u719, p162, 2505)
(u877, p162):(u719, p162, 2506)
(u558, p162):(u719, p162, 2507)
(u1049, p162):(u719, p162, 2508)
(u518, p506):(u723, p506, 2509)
(u339, p506):(u723, p506, 2510)
(u916, p506):(u723, p506, 2511)
(u438, p506):(u723, p506, 2512)
(u723, p506):(-1, -1, 2513)
(u724, p43):(u724, p52, 2514)
(u503, p335):(u728, p335, 2515)
(u1096, p335):(u728, p335, 2516)
(u1096, p464):(u728, p464, 2517)
(u503, p464):(u728, p464, 2518)
(u1096, p96):(u728, p96, 2519)
(u503, p96):(u728, p96, 2520)
(u1096, p465):(u728, p465, 2521)
(u503, p465):(u728, p465, 2522)
(u998, p224):(u729, p224, 2523)
(u998, p160):(u729, p160, 2524)
(u998, p27):(u729, p27, 2525)
(u732, p184):(u732, p645, 2526)
(u732, p303):(u732, p645, 2527)
(u1167, p41):(u734, p41, 2528)
(u902, p352):(u736, p352, 2529)
(u135, p352):(u736, p352, 2530)
(u661, p352):(u736, p352, 2531)
(u370, p464):(u738, p464, 2532)
(u728, p464):(u738, p464, 2533)
(u903, p464):(u738, p464, 2534)
(u399, p464):(u738, p464, 2535)
(u1165, p464):(u738, p464, 2536)
(u690, p464):(u738, p464, 2537)
(u320, p464):(u738, p464, 2538)
(u611, p464):(u738, p464, 2539)
(u694, p464):(u738, p464, 2540)
(u352, p464):(u738, p464, 2541)
(u281, p464):(u738, p464, 2542)
(u280, p464):(u738, p464, 2543)
(u695, p464):(u738, p464, 2544)
(u694, p465):(u738, p465, 2545)
(u695, p465):(u738, p465, 2546)
(u611, p465):(u738, p465, 2547)
(u903, p465):(u738, p465, 2548)
(u280, p465):(u738, p465, 2549)
(u1165, p465):(u738, p465, 2550)
(u352, p465):(u738, p465, 2551)
(u399, p465):(u738, p465, 2552)
(u690, p465):(u738, p465, 2553)
(u370, p465):(u738, p465, 2554)
(u281, p465):(u738, p465, 2555)
(u728, p465):(u738, p465, 2556)
(u320, p465):(u738, p465, 2557)
(u740, p43):(u740, p52, 2558)
(u740, p42):(u740, p469, 2559)
(u740, p46):(u740, p469, 2560)
(u740, p110):(u740, p469, 2561)
(u740, p107):(u740, p469, 2562)
(u309, p195):(u741, p195, 2563)
(u1005, p195):(u741, p195, 2564)
(u155, p195):(u741, p195, 2565)
(u969, p647):(u743, p646, 2566)
(u743, p647):(u743, p646, 2567)
(u969, p646):(u743, p646, 2568)
(u969, p511):(u743, p646, 2569)
(u743, p511):(u743, p646, 2570)
(u743, p646):(-1, -1, 2571)
(u240, p100):(u745, p100, 2572)
(u116, p100):(u745, p100, 2573)
(u25, p100):(u745, p100, 2574)
(u745, p100):(-1, -1, 2575)
(u746, p104):(u746, p295, 2576)
(u746, p42):(u746, p491, 2577)
(u746, p45):(u746, p491, 2578)
(u746, p172):(u746, p491, 2579)
(u746, p49):(u746, p491, 2580)
(u746, p43):(u746, p52, 2581)
(u907, p562):(u747, p562, 2582)
(u907, p105):(u747, p105, 2583)
(u1004, p250):(u752, p250, 2584)
(u695, p412):(u756, p412, 2585)
(u695, p73):(u756, p73, 2586)
(u695, p332):(u756, p332, 2587)
(u695, p96):(u756, p96, 2588)
(u601, p102):(u760, p102, 2589)
(u601, p35):(u760, p35, 2590)
(u601, p34):(u760, p34, 2591)
(u1106, p248):(u761, p248, 2592)
(u812, p248):(u761, p248, 2593)
(u1106, p69):(u761, p69, 2594)
(u812, p69):(u761, p69, 2595)
(u762, p289):(u762, p334, 2596)
(u122, p334):(u762, p334, 2597)
(u762, p334):(-1, -1, 2598)
(u765, p13):(u765, p571, 2599)
(u765, p569):(u765, p571, 2600)
(u765, p568):(u765, p571, 2601)
(u765, p104):(u765, p295, 2602)
(u765, p433):(u765, p439, 2603)
(u765, p49):(u765, p439, 2604)
(u765, p41):(u765, p439, 2605)
(u765, p42):(u765, p439, 2606)
(u765, p105):(u765, p439, 2607)
(u765, p47):(u765, p439, 2608)
(u765, p54):(u765, p439, 2609)
(u765, p43):(u765, p439, 2610)
(u765, p292):(u765, p439, 2611)
(u765, p46):(u765, p439, 2612)
(u765, p166):(u765, p439, 2613)
(u765, p45):(u765, p439, 2614)
(u765, p107):(u765, p439, 2615)
(u765, p210):(u765, p211, 2616)
(u765, p505):(u765, p582, 2617)
(u765, p459):(u765, p582, 2618)
(u765, p529):(u765, p582, 2619)
(u1103, p461):(u767, p461, 2620)
(u1132, p461):(u767, p461, 2621)
(u1132, p127):(u767, p127, 2622)
(u1103, p127):(u767, p127, 2623)
(u887, p517):(u768, p517, 2624)
(u646, p224):(u769, p224, 2625)
(u729, p224):(u769, p224, 2626)
(u646, p160):(u769, p160, 2627)
(u729, p160):(u769, p160, 2628)
(u16, p79):(u772, p79, 2629)
(u16, p78):(u772, p78, 2630)
(u16, p66):(u772, p66, 2631)
(u16, p61):(u772, p61, 2632)
(u16, p13):(u772, p13, 2633)
(u648, p618):(u773, p618, 2634)
(u773, p619):(u773, p618, 2635)
(u773, p617):(u773, p618, 2636)
(u773, p618):(-1, -1, 2637)
(u772, p66):(u774, p66, 2638)
(u886, p13):(u774, p13, 2639)
(u772, p13):(u774, p13, 2640)
(u273, p272):(u775, p272, 2641)
(u273, p459):(u775, p459, 2642)
(u778, p650):(u778, p655, 2643)
(u778, p651):(u778, p655, 2644)
(u778, p654):(u778, p655, 2645)
(u778, p503):(u778, p655, 2646)
(u778, p652):(u778, p655, 2647)
(u778, p76):(u778, p655, 2648)
(u778, p653):(u778, p655, 2649)
(u778, p639):(u778, p655, 2650)
(u778, p78):(u778, p638, 2651)
(u778, p636):(u778, p638, 2652)
(u778, p637):(u778, p638, 2653)
(u778, p75):(u778, p638, 2654)
(u208, p274):(u781, p274, 2655)
(u1098, p274):(u781, p274, 2656)
(u806, p274):(u781, p274, 2657)
(u1110, p274):(u781, p274, 2658)
(u264, p274):(u781, p274, 2659)
(u1154, p274):(u781, p274, 2660)
(u1060, p274):(u781, p274, 2661)
(u85, p274):(u781, p274, 2662)
(u1029, p274):(u781, p274, 2663)
(u966, p274):(u781, p274, 2664)
(u1021, p274):(u781, p274, 2665)
(u391, p274):(u781, p274, 2666)
(u156, p274):(u781, p274, 2667)
(u781, p274):(-1, -1, 2668)
(u825, p202):(u784, p202, 2669)
(u744, p101):(u786, p101, 2670)
(u601, p101):(u786, p101, 2671)
(u690, p101):(u786, p101, 2672)
(u232, p101):(u786, p101, 2673)
(u26, p101):(u786, p101, 2674)
(u473, p101):(u786, p101, 2675)
(u786, p101):(-1, -1, 2676)
(u935, p29):(u793, p29, 2677)
(u796, p348):(u796, p351, 2678)
(u135, p348):(u796, p351, 2679)
(u796, p351):(-1, -1, 2680)
(u1133, p453):(u797, p453, 2681)
(u797, p453):(-1, -1, 2682)
(u800, p66):(u800, p631, 2683)
(u692, p631):(u800, p631, 2684)
(u800, p60):(u800, p631, 2685)
(u692, p79):(u800, p79, 2686)
(u801, p651):(u801, p655, 2687)
(u801, p76):(u801, p655, 2688)
(u801, p653):(u801, p655, 2689)
(u801, p639):(u801, p655, 2690)
(u801, p485):(u801, p655, 2691)
(u801, p650):(u801, p655, 2692)
(u801, p654):(u801, p655, 2693)
(u801, p503):(u801, p655, 2694)
(u801, p652):(u801, p655, 2695)
(u802, p42):(u802, p615, 2696)
(u802, p45):(u802, p615, 2697)
(u802, p166):(u802, p615, 2698)
(u802, p47):(u802, p615, 2699)
(u802, p104):(u802, p615, 2700)
(u802, p103):(u802, p615, 2701)
(u802, p129):(u802, p615, 2702)
(u802, p52):(u802, p615, 2703)
(u802, p43):(u802, p615, 2704)
(u802, p180):(u802, p615, 2705)
(u802, p165):(u802, p615, 2706)
(u802, p438):(u802, p615, 2707)
(u802, p168):(u802, p615, 2708)
(u802, p49):(u802, p216, 2709)
(u802, p54):(u802, p216, 2710)
(u802, p62):(u802, p67, 2711)
(u619, p413):(u817, p413, 2712)
(u559, p413):(u817, p413, 2713)
(u553, p413):(u817, p413, 2714)
(u619, p257):(u817, p257, 2715)
(u818, p41):(u818, p430, 2716)
(u818, p434):(u818, p430, 2717)
(u825, p478):(u825, p479, 2718)
(u30, p118):(u828, p118, 2719)
(u430, p552):(u829, p552, 2720)
(u829, p13):(u829, p552, 2721)
(u829, p552):(-1, -1, 2722)
(u338, p459):(u830, p459, 2723)
(u338, p505):(u830, p505, 2724)
(u831, p74):(u831, p468, 2725)
(u832, p326):(u832, p328, 2726)
(u117, p328):(u832, p328, 2727)
(u832, p325):(u832, p328, 2728)
(u832, p328):(-1, -1, 2729)
(u834, p659):(u834, p658, 2730)
(u838, p17):(u838, p234, 2731)
(u838, p79):(u838, p234, 2732)
(u838, p13):(u838, p234, 2733)
(u838, p172):(u838, p234, 2734)
(u838, p234):(-1, -1, 2735)
(u103, p305):(u839, p305, 2736)
(u839, p305):(-1, -1, 2737)
(u790, p74):(u842, p74, 2738)
(u661, p74):(u842, p74, 2739)
(u790, p265):(u842, p265, 2740)
(u1082, p649):(u843, p649, 2741)
(u1155, p649):(u843, p649, 2742)
(u819, p649):(u843, p649, 2743)
(u758, p649):(u843, p649, 2744)
(u843, p649):(-1, -1, 2745)
(u388, p418):(u849, p418, 2746)
(u211, p418):(u849, p418, 2747)
(u391, p418):(u849, p418, 2748)
(u849, p418):(-1, -1, 2749)
(u553, p69):(u850, p69, 2750)
(u851, p121):(u851, p603, 2751)
(u851, p102):(u851, p602, 2752)
(u1111, p369):(u856, p369, 2753)
(u1111, p407):(u856, p407, 2754)
(u1101, p144):(u858, p144, 2755)
(u1035, p144):(u858, p144, 2756)
(u461, p144):(u858, p144, 2757)
(u1160, p144):(u858, p144, 2758)
(u1154, p144):(u858, p144, 2759)
(u1070, p144):(u858, p144, 2760)
(u39, p144):(u858, p144, 2761)
(u391, p144):(u858, p144, 2762)
(u258, p144):(u858, p144, 2763)
(u858, p144):(-1, -1, 2764)
(u611, p69):(u862, p69, 2765)
(u976, p41):(u863, p41, 2766)
(u976, p660):(u863, p660, 2767)
(u976, p49):(u863, p660, 2768)
(u863, p45):(u863, p660, 2769)
(u863, p47):(u863, p660, 2770)
(u863, p49):(u863, p660, 2771)
(u863, p52):(u863, p660, 2772)
(u863, p43):(u863, p660, 2773)
(u976, p661):(u863, p661, 2774)
(u863, p51):(u863, p661, 2775)
(u863, p660):(u863, p661, 2776)
(u976, p128):(u863, p128, 2777)
(u554, p599):(u865, p599, 2778)
(u868, p52):(u868, p40, 2779)
(u868, p43):(u868, p40, 2780)
(u1014, p324):(u869, p324, 2781)
(u123, p324):(u869, p324, 2782)
(u116, p324):(u869, p324, 2783)
(u434, p324):(u869, p324, 2784)
(u125, p324):(u869, p324, 2785)
(u150, p324):(u869, p324, 2786)
(u869, p324):(-1, -1, 2787)
(u903, p270):(u870, p270, 2788)
(u280, p270):(u870, p270, 2789)
(u320, p270):(u870, p270, 2790)
(u789, p270):(u870, p270, 2791)
(u789, p68):(u870, p68, 2792)
(u83, p68):(u870, p68, 2793)
(u903, p68):(u870, p68, 2794)
(u343, p68):(u870, p68, 2795)
(u320, p68):(u870, p68, 2796)
(u611, p68):(u870, p68, 2797)
(u871, p68):(u871, p662, 2798)
(u951, p264):(u872, p264, 2799)
(u82, p264):(u872, p264, 2800)
(u380, p264):(u872, p264, 2801)
(u872, p264):(-1, -1, 2802)
(u873, p287):(u873, p286, 2803)
(u95, p286):(u873, p286, 2804)
(u873, p286):(-1, -1, 2805)
(u59, p25):(u874, p25, 2806)
(u877, p47):(u877, p182, 2807)
(u877, p43):(u877, p182, 2808)
(u877, p172):(u877, p182, 2809)
(u877, p51):(u877, p182, 2810)
(u877, p166):(u877, p181, 2811)
(u877, p42):(u877, p171, 2812)
(u877, p104):(u877, p171, 2813)
(u877, p54):(u877, p171, 2814)
(u877, p108):(u877, p171, 2815)
(u391, p427):(u878, p427, 2816)
(u1056, p1):(u882, p1, 2817)
(u571, p1):(u882, p1, 2818)
(u724, p1):(u882, p1, 2819)
(u554, p1):(u882, p1, 2820)
(u0, p1):(u882, p1, 2821)
(u51, p1):(u882, p1, 2822)
(u979, p1):(u882, p1, 2823)
(u882, p1):(-1, -1, 2824)
(u883, p18):(u883, p21, 2825)
(u883, p414):(u883, p21, 2826)
(u883, p79):(u883, p21, 2827)
(u883, p219):(u883, p21, 2828)
(u883, p13):(u883, p21, 2829)
(u883, p292):(u883, p21, 2830)
(u883, p21):(-1, -1, 2831)
(u884, p289):(u884, p423, 2832)
(u884, p422):(u884, p423, 2833)
(u886, p66):(u886, p637, 2834)
(u886, p58):(u886, p637, 2835)
(u886, p496):(u886, p637, 2836)
(u886, p636):(u886, p637, 2837)
(u886, p61):(u886, p637, 2838)
(u886, p635):(u886, p637, 2839)
(u886, p64):(u886, p637, 2840)
(u886, p12):(u886, p637, 2841)
(u886, p62):(u886, p60, 2842)
(u886, p67):(u886, p60, 2843)
(u568, p34):(u889, p34, 2844)
(u269, p34):(u889, p34, 2845)
(u10, p34):(u889, p34, 2846)
(u308, p34):(u889, p34, 2847)
(u246, p34):(u889, p34, 2848)
(u147, p34):(u889, p34, 2849)
(u225, p34):(u889, p34, 2850)
(u892, p220):(u892, p212, 2851)
(u893, p47):(u893, p182, 2852)
(u893, p43):(u893, p182, 2853)
(u893, p172):(u893, p182, 2854)
(u893, p51):(u893, p182, 2855)
(u893, p42):(u893, p211, 2856)
(u893, p210):(u893, p211, 2857)
(u893, p54):(u893, p211, 2858)
(u893, p544):(u893, p545, 2859)
(u893, p173):(u893, p545, 2860)
(u893, p104):(u893, p171, 2861)
(u893, p108):(u893, p171, 2862)
(u893, p121):(u893, p603, 2863)
(u348, p331):(u896, p331, 2864)
(u348, p36):(u896, p36, 2865)
(u519, p591):(u897, p591, 2866)
(u897, p591):(-1, -1, 2867)
(u1062, p141):(u898, p141, 2868)
(u382, p141):(u898, p141, 2869)
(u336, p141):(u898, p141, 2870)
(u1165, p141):(u898, p141, 2871)
(u39, p141):(u898, p141, 2872)
(u628, p141):(u898, p141, 2873)
(u295, p141):(u898, p141, 2874)
(u71, p141):(u898, p141, 2875)
(u898, p141):(-1, -1, 2876)
(u900, p220):(u900, p212, 2877)
(u902, p42):(u902, p211, 2878)
(u902, p54):(u902, p211, 2879)
(u902, p210):(u902, p211, 2880)
(u902, p110):(u902, p531, 2881)
(u902, p107):(u902, p531, 2882)
(u902, p108):(u902, p531, 2883)
(u902, p109):(u902, p531, 2884)
(u902, p49):(u902, p53, 2885)
(u902, p43):(u902, p53, 2886)
(u902, p51):(u902, p53, 2887)
(u902, p47):(u902, p323, 2888)
(u902, p50):(u902, p663, 2889)
(u902, p266):(u902, p663, 2890)
(u902, p13):(u902, p663, 2891)
(u902, p265):(u902, p663, 2892)
(u313, p361):(u904, p361, 2893)
(u313, p224):(u904, p224, 2894)
(u907, p433):(u907, p439, 2895)
(u907, p49):(u907, p439, 2896)
(u907, p41):(u907, p439, 2897)
(u907, p42):(u907, p439, 2898)
(u907, p47):(u907, p439, 2899)
(u907, p54):(u907, p439, 2900)
(u907, p43):(u907, p439, 2901)
(u907, p46):(u907, p439, 2902)
(u907, p292):(u907, p439, 2903)
(u907, p45):(u907, p439, 2904)
(u907, p166):(u907, p439, 2905)
(u907, p107):(u907, p439, 2906)
(u907, p210):(u907, p211, 2907)
(u907, p108):(u907, p531, 2908)
(u907, p109):(u907, p531, 2909)
(u907, p110):(u907, p531, 2910)
(u909, p43):(u909, p40, 2911)
(u909, p52):(u909, p40, 2912)
(u909, p49):(u909, p390, 2913)
(u910, p121):(u910, p603, 2914)
(u1004, p424):(u911, p424, 2915)
(u912, p49):(u912, p491, 2916)
(u912, p42):(u912, p491, 2917)
(u912, p54):(u912, p491, 2918)
(u912, p172):(u912, p491, 2919)
(u912, p45):(u912, p491, 2920)
(u912, p43):(u912, p40, 2921)
(u912, p52):(u912, p40, 2922)
(u912, p47):(u912, p323, 2923)
(u913, p221):(u913, p365, 2924)
(u913, p13):(u913, p363, 2925)
(u913, p365):(u913, p363, 2926)
(u1016, p298):(u915, p290, 2927)
(u1016, p290):(u915, p290, 2928)
(u915, p298):(u915, p290, 2929)
(u915, p290):(u915, p665, 2930)
(u1016, p665):(u915, p665, 2931)
(u915, p665):(-1, -1, 2932)
(u1146, p113):(u919, p113, 2933)
(u28, p113):(u919, p113, 2934)
(u919, p113):(-1, -1, 2935)
(u850, p69):(u921, p69, 2936)
(u246, p69):(u921, p69, 2937)
(u923, p220):(u923, p212, 2938)
(u368, p220):(u923, p212, 2939)
(u62, p220):(u923, p212, 2940)
(u98, p220):(u923, p212, 2941)
(u900, p212):(u923, p212, 2942)
(u892, p212):(u923, p212, 2943)
(u923, p212):(-1, -1, 2944)
(u190, p153):(u924, p153, 2945)
(u45, p153):(u924, p153, 2946)
(u424, p153):(u924, p153, 2947)
(u686, p153):(u924, p153, 2948)
(u41, p153):(u924, p153, 2949)
(u924, p153):(-1, -1, 2950)
(u1062, p43):(u926, p43, 2951)
(u1062, p52):(u926, p52, 2952)
(u926, p43):(u926, p52, 2953)
(u1062, p143):(u926, p143, 2954)
(u912, p143):(u926, p143, 2955)
(u318, p143):(u926, p143, 2956)
(u927, p659):(u927, p658, 2957)
(u1133, p613):(u930, p613, 2958)
(u1075, p104):(u932, p104, 2959)
(u1004, p104):(u932, p104, 2960)
(u1132, p104):(u932, p104, 2961)
(u1049, p104):(u932, p104, 2962)
(u957, p104):(u932, p104, 2963)
(u27, p104):(u932, p104, 2964)
(u186, p104):(u932, p104, 2965)
(u1084, p104):(u932, p104, 2966)
(u1054, p104):(u932, p104, 2967)
(u1064, p104):(u932, p104, 2968)
(u731, p104):(u932, p104, 2969)
(u1155, p104):(u932, p104, 2970)
(u438, p104):(u932, p104, 2971)
(u1041, p104):(u932, p104, 2972)
(u1062, p104):(u932, p104, 2973)
